transaction_id,timestamp,hour_of_day,day_of_week,is_weekend,amount,txn_type,merchant_category,sender_name,sender_upi_id,sender_bank,sender_age_group,sender_state,receiver_name,receiver_upi_id,receiver_bank,device_type,network_type,fraud_flag
d7f01b2d-e3d4-41ff-9b8a-6cc3cee886e2,2025-08-15 10:14:08.945252,10,Friday,0,322.32,P2P,Peer,Ashley Pacheco,ashleypacheco@oksbi,State Bank of India,26-35,Maharashtra,Cody Davis,codydavis@oksbi,ICICI Bank,Android,4G,0
35495afa-32c0-4417-ad55-9a49824c1058,2025-10-19 18:36:50.899729,18,Sunday,1,15.56,P2M,Entertainment,Deborah Moore,deborahmoore@ybl,ICICI Bank,46-60,Uttar Pradesh,"Cline, Little and Cruz","cline,littleandcruz@okaxis",ICICI Bank,iOS,WiFi,0
a6bfa729-7892-4f42-ba4d-ea384335197b,2025-12-18 23:07:45.607684,23,Thursday,0,1190.14,P2P,Peer,Megan Huffman,meganhuffman@ibl,State Bank of India,18-25,Rajasthan,Robin Malone,robinmalone@ybl,State Bank of India,Android,5G,0
b8c776a7-8cc6-4298-9533-77224714e64b,2025-05-04 11:55:54.742231,11,Sunday,1,767.1,P2P,Peer,Morgan Silva,morgansilva@oksbi,State Bank of India,18-25,West Bengal,Jessica Petty,jessicapetty@ibl,State Bank of India,Android,5G,0
c146930a-f431-4ded-82cc-841578dfb9a3,2025-12-15 21:05:01.235122,21,Monday,0,389.58,P2M,Grocery,Jordan Graves,jordangraves@ibl,State Bank of India,26-35,Bihar,"Gregory, Powell and Baker","gregory,powellandbaker@ybl",State Bank of India,Android,4G,0
62c8c370-d87d-4e6c-acfc-4813dcf07951,2025-01-06 12:35:28.712511,12,Monday,0,771.35,P2M,Grocery,Cody Jones,codyjones@ibl,HDFC Bank,18-25,Maharashtra,Hayes Group,hayesgroup@okaxis,Kotak Mahindra Bank,Android,WiFi,0
f5bacea8-ad3e-40f6-81fd-29abe05d25b2,2025-12-19 17:12:58.361675,17,Friday,0,2.94,P2P,Peer,Carrie Martinez,carriemartinez@ybl,State Bank of India,36-45,Bihar,Billy Sanders,billysanders@oksbi,State Bank of India,iOS,4G,0
a1b54cf6-84f6-4f0d-9160-c02077efc6cf,2025-07-16 18:56:14.585389,18,Wednesday,0,488.05,P2M,Grocery,Gloria Smith,gloriasmith@oksbi,State Bank of India,36-45,Uttar Pradesh,"Martin, Schwartz and Howard","martin,schwartzandhoward@okaxis",HDFC Bank,Android,WiFi,0
1b0b21ca-b244-4fcb-bde5-3cdf85f4f56d,2025-08-31 14:59:18.045467,14,Sunday,1,519.49,P2P,Peer,Lisa Smith,lisasmith@ibl,Punjab National Bank,46-60,Maharashtra,Sarah Robinson,sarahrobinson@okaxis,ICICI Bank,iOS,5G,0
53ddf71f-52b9-4073-b373-f65bfe75b064,2025-10-05 13:02:59.758409,13,Sunday,1,1248.07,P2P,Peer,Amanda Gross,amandagross@oksbi,State Bank of India,36-45,Uttar Pradesh,Frank Petersen,frankpetersen@ibl,State Bank of India,Android,WiFi,0
be7c0af3-ea35-4af2-b833-07ded419e6f2,2025-03-29 20:46:59.493456,20,Saturday,1,144.98,P2P,Peer,Janice Mendez,janicemendez@ibl,State Bank of India,36-45,Uttar Pradesh,Dakota Delgado,dakotadelgado@ibl,Kotak Mahindra Bank,Android,5G,0
d1183c48-6498-469d-9b44-85b1cb376703,2025-11-15 18:55:40.520423,18,Saturday,1,1193.22,P2P,Peer,Erica Foster DDS,ericafosterdds@ibl,Kotak Mahindra Bank,36-45,Tamil Nadu,Ruben Trevino,rubentrevino@ybl,Canara Bank,Android,WiFi,0
9ecaf637-75cd-494e-8340-e2ebd6c90cab,2025-04-27 18:48:32.470992,18,Sunday,1,488.27,P2P,Peer,Kenneth Hughes,kennethhughes@ybl,ICICI Bank,18-25,Maharashtra,Christopher Medina,christophermedina@upi,HDFC Bank,Android,WiFi,0
314e1875-a5ee-4729-80e1-5aa718483d3f,2025-09-10 07:12:50.707045,7,Wednesday,0,11.89,P2P,Peer,Peter Cameron,petercameron@okaxis,Axis Bank,26-35,Rajasthan,Laura Ochoa,lauraochoa@okaxis,ICICI Bank,Android,WiFi,0
5bbebedd-66cd-454c-863b-6029f08baf87,2025-08-28 20:59:34.049992,20,Thursday,0,772.69,P2P,Peer,Matthew Valdez,matthewvaldez@ibl,ICICI Bank,26-35,Rajasthan,Sara Leonard,saraleonard@ibl,Axis Bank,iOS,WiFi,0
2d0528a7-bedd-4e1b-a0c5-7d5517f8cd77,2025-07-28 11:14:42.157143,11,Monday,0,331.97,P2M,Food Delivery,Robert Bruce,robertbruce@ybl,HDFC Bank,18-25,Gujarat,"Smith, Franco and Jordan","smith,francoandjordan@ybl",ICICI Bank,Android,WiFi,0
c2344188-15d2-43a4-b686-58865f10466b,2025-09-29 10:10:58.907520,10,Monday,0,111.5,P2P,Peer,David Sharp,davidsharp@ibl,Punjab National Bank,26-35,Rajasthan,George Bowers,georgebowers@upi,Canara Bank,Android,5G,0
978ac35d-bd5a-4088-b33c-b049e4bd0065,2025-10-22 19:44:22.095866,19,Wednesday,0,731.72,P2P,Peer,Dean Jackson,deanjackson@upi,Axis Bank,36-45,West Bengal,Crystal Welch,crystalwelch@ibl,State Bank of India,Android,4G,0
c3ed9d9b-f1a3-42b6-87e9-7a528b39cec4,2025-06-29 18:40:35.475373,18,Sunday,1,45.36,P2P,Peer,Michael Clay DVM,michaelclaydvm@upi,HDFC Bank,60+,West Bengal,Mary Velasquez,maryvelasquez@upi,HDFC Bank,Android,5G,0
2b8b6380-26f5-43a1-b89d-c980156854eb,2025-09-22 12:13:14.697243,12,Monday,0,10.57,P2P,Peer,Thomas Holt,thomasholt@upi,State Bank of India,46-60,West Bengal,Adam Ball,adamball@upi,Axis Bank,Android,WiFi,0
a99583ca-5753-47f0-9c2d-dfce317de15a,2025-09-17 07:55:33.730362,7,Wednesday,0,499.67,P2M,Grocery,Jeremy Wilson,jeremywilson@ybl,Punjab National Bank,26-35,Rajasthan,Christian Inc,christianinc@upi,Axis Bank,Web,WiFi,0
55dd20d6-56c5-460b-9715-0cd128ee81a1,2025-07-21 02:01:45.002193,2,Monday,0,62.64,P2M,Food Delivery,Sara Mcintyre,saramcintyre@oksbi,Canara Bank,26-35,Tamil Nadu,Arnold-Holloway,arnold-holloway@ybl,Kotak Mahindra Bank,Android,5G,0
51a0cbbd-dea6-4cf0-99cf-2580f0e3830e,2025-10-07 13:58:41.763311,13,Tuesday,0,389.59,P2P,Peer,Vanessa Mcintosh,vanessamcintosh@upi,Yes Bank,26-35,Bihar,James Williams,jameswilliams@ybl,Punjab National Bank,iOS,WiFi,0
29439d0e-0a78-460b-b79c-6bfe448d26a0,2025-04-30 15:54:29.298349,15,Wednesday,0,592.0,P2P,Peer,Stephanie Kim,stephaniekim@upi,HDFC Bank,26-35,Delhi,Scott Martinez,scottmartinez@ybl,HDFC Bank,Android,4G,0
f980fa52-4e30-4013-84c0-a478b9a5bacd,2025-07-28 21:36:41.992807,21,Monday,0,468.91,P2P,Peer,Ronald Odonnell,ronaldodonnell@upi,State Bank of India,18-25,Maharashtra,Richard Ward,richardward@upi,ICICI Bank,iOS,5G,0
44edca77-7d76-46ac-a724-2f368ee1916e,2025-08-11 17:37:29.782976,17,Monday,0,1128.22,P2P,Peer,Edward Foster,edwardfoster@ybl,State Bank of India,36-45,Delhi,Natalie Brown,nataliebrown@upi,State Bank of India,Android,5G,0
44bab95e-d183-4e7d-8c62-c31af9ed0edc,2025-07-23 11:05:06.500095,11,Wednesday,0,5439.11,P2M,Food Delivery,Susan Williams,susanwilliams@ybl,Kotak Mahindra Bank,60+,Uttar Pradesh,"Contreras, Simon and Wells","contreras,simonandwells@oksbi",HDFC Bank,Android,4G,0
42a45c2f-a077-41d8-9372-2a3f5745452d,2025-06-18 09:05:22.441917,9,Wednesday,0,335.35,P2P,Peer,Heather Lawson,heatherlawson@ybl,ICICI Bank,46-60,Bihar,John Dennis,johndennis@oksbi,State Bank of India,Android,WiFi,0
15a8cdd5-c383-40d9-8293-df1be4c3107b,2025-05-25 11:33:26.914850,11,Sunday,1,74.28,P2M,Bill Payment,William Smith,williamsmith@okaxis,Axis Bank,26-35,Bihar,"Yang, Moore and Carter","yang,mooreandcarter@oksbi",Punjab National Bank,Android,WiFi,0
923c9bca-e487-42ba-aade-9609bb315dff,2025-07-30 21:38:12.821509,21,Wednesday,0,84.12,P2P,Peer,Katherine Johnson,katherinejohnson@ybl,ICICI Bank,36-45,Maharashtra,Keith Moore,keithmoore@upi,ICICI Bank,Android,WiFi,0
1c5e2cb1-64c9-4317-b259-228c46dd43f1,2025-01-26 18:52:51.094447,18,Sunday,1,402.22,P2P,Peer,Taylor Zuniga,taylorzuniga@upi,HDFC Bank,36-45,Rajasthan,Matthew Harris,matthewharris@oksbi,State Bank of India,Android,WiFi,0
9ab59dd8-0862-4b23-aae6-7a364f32c553,2025-08-26 17:55:59.998901,17,Tuesday,0,806.27,P2M,Grocery,Stephanie Hawkins,stephaniehawkins@oksbi,Axis Bank,26-35,Uttar Pradesh,Nguyen-Davis,nguyen-davis@okaxis,ICICI Bank,Android,4G,0
dd0d48dd-8f0a-4c56-bf7b-493cb099dbe1,2025-03-13 01:02:44.242734,1,Thursday,0,404.25,P2P,Peer,Victoria White,victoriawhite@okaxis,State Bank of India,60+,Maharashtra,David Contreras,davidcontreras@upi,State Bank of India,iOS,WiFi,0
95c7ae11-811f-463a-bac3-bd4aec78ad5c,2025-02-09 07:34:22.381164,7,Sunday,1,351.39,P2M,Bill Payment,Christopher Fletcher,christopherfletcher@ybl,ICICI Bank,36-45,Uttar Pradesh,Braun-Davis,braun-davis@ibl,HDFC Bank,iOS,WiFi,0
02bead2b-5e03-4ec2-8c5f-ab27ff546372,2025-11-13 10:29:49.654106,10,Thursday,0,110.91,P2P,Peer,William Jacobs,williamjacobs@oksbi,Canara Bank,46-60,West Bengal,Heather Watson,heatherwatson@okaxis,Bank of Baroda,Android,WiFi,0
ea77b966-f6c4-49ca-b5f1-74dc74a868f1,2025-09-03 20:04:09.310276,20,Wednesday,0,1404.26,P2P,Peer,Jonathan Stanton,jonathanstanton@ybl,State Bank of India,36-45,Tamil Nadu,Amanda Evans,amandaevans@ibl,ICICI Bank,iOS,4G,0
9d4f6c77-c4b1-4134-985c-ae86639a5314,2025-06-06 06:38:29.158085,6,Friday,0,299.74,P2M,Others,Laurie Reynolds,lauriereynolds@ybl,HDFC Bank,26-35,Tamil Nadu,"Lin, Wiley and Nelson","lin,wileyandnelson@oksbi",ICICI Bank,iOS,WiFi,0
1e3477ba-dfb5-4df2-b6d1-bb507bc8805d,2025-08-28 08:06:19.871400,8,Thursday,0,1404.0,P2P,Peer,Yvette Green,yvettegreen@ybl,ICICI Bank,18-25,Karnataka,Brian Roach,brianroach@ybl,Canara Bank,Android,4G,0
71cb6e23-95ad-4b9a-b65e-03cb8aeeac6b,2025-05-08 11:38:38.692203,11,Thursday,0,52.98,P2P,Peer,Kenneth Simmons,kennethsimmons@okaxis,Axis Bank,26-35,West Bengal,Christopher Dawson,christopherdawson@oksbi,ICICI Bank,Android,4G,0
8a2ad1c3-dcc7-4791-a828-edbd92757d38,2025-04-29 05:21:51.816654,5,Tuesday,0,1574.69,P2M,Bill Payment,Annette Wright,annettewright@ybl,Bank of Baroda,26-35,Tamil Nadu,"Li, Mcdonald and Ray","li,mcdonaldandray@okaxis",ICICI Bank,Android,4G,0
04063ec9-05ef-49c8-a8ee-3d127a549f1a,2025-05-08 18:03:04.912443,18,Thursday,0,282.51,P2M,Grocery,Melissa Armstrong,melissaarmstrong@upi,State Bank of India,36-45,Maharashtra,Franco Inc,francoinc@upi,Kotak Mahindra Bank,Android,4G,0
206d8aba-e104-41ca-836e-e51b9dcb8020,2025-05-31 11:35:50.640390,11,Saturday,1,1549.88,P2M,Others,Ryan Allen,ryanallen@ybl,Punjab National Bank,36-45,Maharashtra,Wilson and Sons,wilsonandsons@oksbi,State Bank of India,Android,WiFi,0
2bee1bc6-154b-4da3-b28b-baffe279a440,2025-01-01 03:57:00.628733,3,Wednesday,0,570.79,P2M,Others,Hannah Smith,hannahsmith@oksbi,State Bank of India,18-25,Delhi,"Roberts, Harris and Baker","roberts,harrisandbaker@upi",Axis Bank,Android,5G,0
7a4c24a5-91b0-47c8-aea5-c846177c1b19,2025-09-24 20:18:08.656054,20,Wednesday,0,488.88,P2P,Peer,Ronald Fritz,ronaldfritz@ybl,State Bank of India,60+,Maharashtra,Cynthia Parker,cynthiaparker@okaxis,Yes Bank,Android,WiFi,0
ef4f891f-191c-47f4-a349-dc5a34b92609,2025-04-06 13:36:04.600588,13,Sunday,1,678.97,P2P,Peer,Sharon Moreno,sharonmoreno@ibl,Punjab National Bank,60+,West Bengal,Lauren Martinez,laurenmartinez@oksbi,Bank of Baroda,Android,WiFi,0
a303fd1f-a61c-43d2-9a5b-be674423dbfb,2025-08-08 11:35:04.623098,11,Friday,0,147.19,P2P,Peer,James Santiago,jamessantiago@ibl,Axis Bank,46-60,Karnataka,Melody Christensen,melodychristensen@ybl,HDFC Bank,Android,5G,0
ffde410e-d3a4-42d8-aa7a-a8a4da1f3cfe,2025-09-15 03:54:22.574766,3,Monday,0,102.53,P2P,Peer,Kimberly Harper,kimberlyharper@ibl,HDFC Bank,60+,West Bengal,Patrick Gilbert,patrickgilbert@okaxis,Punjab National Bank,Android,WiFi,0
416f9bf0-8ced-475c-b326-52ee986a1632,2025-12-23 20:01:13.674919,20,Tuesday,0,103.2,P2M,Healthcare,Anthony Walker,anthonywalker@ybl,ICICI Bank,26-35,Gujarat,"Lee, Smith and Burke","lee,smithandburke@oksbi",State Bank of India,Android,5G,0
9295b1ab-ff0b-4895-b348-ba0df686d375,2025-04-02 12:57:09.051098,12,Wednesday,0,540.33,P2P,Peer,Felicia Ellis,feliciaellis@ybl,ICICI Bank,36-45,Karnataka,Travis Ramos,travisramos@upi,HDFC Bank,Android,5G,0
7c64c3cf-e522-4249-837a-2a592e385166,2025-04-26 22:29:14.752289,22,Saturday,1,1435.58,P2M,Bill Payment,Christopher White,christopherwhite@upi,HDFC Bank,26-35,Maharashtra,Russell-Gilmore,russell-gilmore@okaxis,HDFC Bank,Android,5G,0
44f8310e-c857-4f1a-90e1-30d85795a021,2025-03-08 08:28:57.926451,8,Saturday,1,450.3,P2P,Peer,Craig Reed,craigreed@upi,State Bank of India,26-35,Tamil Nadu,Jorge Whitaker,jorgewhitaker@ybl,State Bank of India,Android,WiFi,0
db99d435-f43c-408b-b219-34050ed29de0,2025-02-04 13:55:41.792042,13,Tuesday,0,121.73,P2P,Peer,Michael Romero,michaelromero@ibl,Kotak Mahindra Bank,60+,Karnataka,Brenda Nunez,brendanunez@upi,State Bank of India,Android,4G,0
e1955df7-a42c-4079-a5c5-cb1b575ee9d4,2025-02-05 10:35:53.571177,10,Wednesday,0,282.8,P2P,Peer,Christie Robles,christierobles@oksbi,State Bank of India,36-45,Gujarat,Thomas Jones,thomasjones@upi,Bank of Baroda,Android,5G,0
e83a8877-a360-4a91-b6a7-4af93b474208,2025-09-20 19:48:23.922154,19,Saturday,1,3156.93,P2P,Peer,Stephanie Gonzales,stephaniegonzales@oksbi,State Bank of India,26-35,Uttar Pradesh,Jennifer Dawson,jenniferdawson@upi,State Bank of India,Android,WiFi,0
275fb561-32d7-4a77-b4ef-44564b631abc,2025-01-29 02:44:44.693464,2,Wednesday,0,50.89,P2P,Peer,Elizabeth Spencer,elizabethspencer@ibl,HDFC Bank,46-60,Maharashtra,Phillip Murray,phillipmurray@ibl,State Bank of India,Android,4G,0
98b9045c-cff8-49c9-ae73-77648bb50ff0,2025-10-25 20:14:25.130984,20,Saturday,1,186.26,P2P,Peer,Barbara King,barbaraking@okaxis,State Bank of India,18-25,Gujarat,Randall Hughes,randallhughes@ybl,Kotak Mahindra Bank,Android,4G,0
17c910b6-f199-49a3-880b-a547993b833c,2025-08-27 20:29:08.500342,20,Wednesday,0,487.73,P2M,Food Delivery,Linda Gibson,lindagibson@okaxis,ICICI Bank,26-35,Bihar,Ortiz and Sons,ortizandsons@okaxis,Canara Bank,Android,5G,0
de958094-4803-4b72-8470-36b99f5cc30b,2025-03-20 01:58:02.687553,1,Thursday,0,1061.33,P2M,Grocery,Steven Miller,stevenmiller@okaxis,Axis Bank,26-35,Tamil Nadu,Wood-Wilkins,wood-wilkins@ibl,HDFC Bank,Android,5G,0
c7c7d9be-bd3b-4bf6-8a75-d1853f95d0ad,2025-10-26 17:14:36.314125,17,Sunday,1,982.9,P2M,Bill Payment,Stacey White,staceywhite@ybl,State Bank of India,26-35,Karnataka,Williams PLC,williamsplc@upi,Kotak Mahindra Bank,Android,WiFi,0
d802b86f-6fb7-4db5-a897-3a720d6c9198,2025-07-27 23:08:22.114136,23,Sunday,1,1254.05,P2P,Peer,Jacob Dudley,jacobdudley@ybl,ICICI Bank,36-45,Tamil Nadu,Laura Lewis,lauralewis@ybl,Axis Bank,Android,5G,0
f74dac4c-d051-4d6e-bdf7-73fa6c99a5ce,2025-09-10 13:47:00.787700,13,Wednesday,0,716.54,P2M,Entertainment,Jesus Bentley,jesusbentley@oksbi,Canara Bank,60+,West Bengal,Lucas-Smith,lucas-smith@ybl,State Bank of India,Android,WiFi,0
7881ae3e-5941-49b6-88b9-ad5e347130ff,2025-02-18 00:45:01.325004,0,Tuesday,0,487.79,P2M,Others,David Garcia,davidgarcia@ibl,ICICI Bank,18-25,Maharashtra,Edwards-Fields,edwards-fields@upi,State Bank of India,Android,5G,0
a6f68ed6-ca09-4be4-b9c7-72622656d782,2025-11-24 21:01:18.936564,21,Monday,0,289.63,P2P,Peer,Yvonne Gallagher,yvonnegallagher@ybl,State Bank of India,36-45,Karnataka,Samuel Green,samuelgreen@ibl,State Bank of India,Android,4G,0
b32ef58d-e5b2-4a8c-9391-775d035287a7,2025-02-23 11:43:13.086112,11,Sunday,1,168.19,P2P,Peer,Amanda Browning,amandabrowning@upi,State Bank of India,26-35,Maharashtra,Christopher Garza,christophergarza@upi,Punjab National Bank,Android,5G,0
b76121ea-347e-4f01-8f6d-9a9e0da81dc6,2025-04-21 05:08:10.437328,5,Monday,0,149.81,P2M,Recharge,Richard King,richardking@ybl,HDFC Bank,36-45,Uttar Pradesh,"Singleton, Nelson and Humphrey","singleton,nelsonandhumphrey@okaxis",HDFC Bank,Android,5G,0
8aad4cb3-c8d9-4600-a791-174160a6bea9,2025-12-19 13:35:57.187480,13,Friday,0,167.55,P2P,Peer,Robert Palmer,robertpalmer@oksbi,Punjab National Bank,26-35,Gujarat,Daniel Clarke,danielclarke@ibl,HDFC Bank,Android,4G,0
4f2ad3f0-db9c-4aff-984e-3daaf012ff14,2025-08-31 17:27:13.498096,17,Sunday,1,1589.56,P2M,Bill Payment,Nicole Braun,nicolebraun@oksbi,Yes Bank,60+,Tamil Nadu,"Garcia, Smith and Hale","garcia,smithandhale@okaxis",Axis Bank,Android,4G,0
e6683ff0-ffa6-4f08-af05-d43ec34ef2b3,2025-03-20 20:57:39.118892,20,Thursday,0,1995.04,P2M,Bill Payment,Susan Cortez,susancortez@upi,ICICI Bank,26-35,Maharashtra,"Medina, Ryan and Townsend","medina,ryanandtownsend@oksbi",ICICI Bank,Android,4G,0
bc99ca55-d4c9-4f73-b4b1-901e4fb9327e,2025-09-19 20:08:23.119769,20,Friday,0,10.57,P2P,Peer,Amber Becker,amberbecker@upi,Canara Bank,46-60,Tamil Nadu,Albert Griffith,albertgriffith@ibl,State Bank of India,iOS,WiFi,0
3d3eee7f-0855-440e-ab5f-59e0c8734a11,2025-10-10 10:10:27.577847,10,Friday,0,350.68,P2M,Food Delivery,Jennifer Rivers,jenniferrivers@okaxis,ICICI Bank,60+,Gujarat,Hood Ltd,hoodltd@ybl,State Bank of India,Android,WiFi,0
b0e547bd-2b81-481c-98dd-f03a9a3c13f0,2025-10-19 11:37:29.499616,11,Sunday,1,405.06,P2M,Grocery,Sandra Underwood,sandraunderwood@ybl,ICICI Bank,18-25,Uttar Pradesh,Nguyen LLC,nguyenllc@ybl,HDFC Bank,Android,5G,0
344f6d6f-ea9d-496b-9f7b-f13a480555ef,2025-11-09 03:47:43.981456,3,Sunday,1,38.84,P2P,Peer,Mr. Casey Carroll MD,mr.caseycarrollmd@ybl,ICICI Bank,26-35,Odisha,Jonathan Collins,jonathancollins@ybl,State Bank of India,iOS,5G,0
87bd6aed-66b7-416b-9578-bd8780b56119,2025-09-04 20:04:16.694425,20,Thursday,0,648.66,P2P,Peer,Lindsay Sanchez,lindsaysanchez@okaxis,HDFC Bank,18-25,West Bengal,Crystal Adkins,crystaladkins@ybl,State Bank of India,iOS,WiFi,0
af0b7cc0-6826-4e85-9adc-8dc766b163ef,2025-12-01 12:22:06.968279,12,Monday,0,16.0,P2P,Peer,Gina Williams,ginawilliams@upi,Axis Bank,18-25,Bihar,Walter Jones,walterjones@upi,Axis Bank,Android,5G,0
c7622a60-7d45-42bf-840b-fbc5c448c28f,2025-11-10 16:55:44.677632,16,Monday,0,481.25,P2P,Peer,Nancy Hernandez,nancyhernandez@oksbi,State Bank of India,26-35,Karnataka,Christine Richardson,christinerichardson@ibl,State Bank of India,Android,WiFi,0
ff90af72-1826-442e-bddc-2420e89c5d54,2025-11-22 17:32:37.756754,17,Saturday,1,1160.61,P2P,Peer,Crystal Perez,crystalperez@oksbi,Kotak Mahindra Bank,26-35,Bihar,Robin Willis,robinwillis@okaxis,Punjab National Bank,Android,4G,0
82510023-e13e-4564-97f1-9ba0f53c3d65,2025-07-05 19:22:17.669772,19,Saturday,1,1083.33,P2P,Peer,Garrett Phillips,garrettphillips@ibl,Canara Bank,46-60,Gujarat,Joshua Chavez,joshuachavez@oksbi,State Bank of India,Android,5G,0
d6b8cd5b-74f3-4083-8b12-e1fdb2057b10,2025-02-08 16:54:16.876627,16,Saturday,1,541.58,P2M,Grocery,Nathan Stone,nathanstone@upi,ICICI Bank,18-25,Uttar Pradesh,"Reilly, Porter and Ellis","reilly,porterandellis@upi",State Bank of India,Android,WiFi,0
7a746b0f-b146-4062-adb0-d05120ee018c,2025-05-20 10:47:09.954061,10,Tuesday,0,359.48,P2M,Others,Maria Barnett,mariabarnett@ybl,HDFC Bank,46-60,Uttar Pradesh,Chapman Group,chapmangroup@upi,HDFC Bank,Android,WiFi,0
9f6b826c-e0b7-4771-b118-66f2d481fcf8,2025-05-16 04:43:24.183078,4,Friday,0,141.48,P2P,Peer,John Jones,johnjones@ibl,Kotak Mahindra Bank,36-45,Odisha,Adam Mahoney,adammahoney@okaxis,State Bank of India,iOS,5G,0
a54486d1-fffb-4b4a-ac35-c1da2e2ba164,2025-09-30 11:48:06.983605,11,Tuesday,0,530.83,P2P,Peer,Tammy Fischer,tammyfischer@upi,State Bank of India,18-25,Delhi,Robin Chapman,robinchapman@oksbi,Axis Bank,Android,4G,0
40846863-4f0b-49de-99df-21d2ff351c09,2025-02-19 22:21:30.134057,22,Wednesday,0,480.89,P2P,Peer,Brianna Guzman,briannaguzman@ibl,HDFC Bank,18-25,Karnataka,Crystal Johnson,crystaljohnson@upi,HDFC Bank,Android,4G,0
c29ffc3a-dc9f-4a19-a4aa-24b7d1336dad,2025-11-24 13:55:49.576323,13,Monday,0,1358.96,P2M,Travel,Mark Graves,markgraves@upi,ICICI Bank,18-25,Tamil Nadu,Williamson-White,williamson-white@ybl,State Bank of India,iOS,5G,0
dcd76732-630e-4e36-98ff-92f7c979fff4,2025-04-19 05:58:30.364316,5,Saturday,1,858.06,P2P,Peer,Kevin Carter,kevincarter@okaxis,State Bank of India,46-60,Maharashtra,Richard Hopkins,richardhopkins@ybl,State Bank of India,Android,WiFi,0
42fa5c64-b917-488d-9d64-5548ae949e26,2025-04-28 21:20:40.174397,21,Monday,0,616.41,P2P,Peer,Colleen Fischer,colleenfischer@upi,HDFC Bank,26-35,Tamil Nadu,Francisco Hurley,franciscohurley@ibl,State Bank of India,Android,4G,0
480b01e6-cbb4-4d37-be79-23d3090659c6,2025-12-07 11:15:56.178859,11,Sunday,1,231.71,P2M,Others,Bradley Young,bradleyyoung@ibl,Axis Bank,26-35,Bihar,Hall-Myers,hall-myers@ibl,Bank of Baroda,iOS,4G,0
ad1b6734-671c-4220-8428-9e4521217423,2025-04-26 18:04:12.096483,18,Saturday,1,1678.93,P2P,Peer,Rebecca Daniels,rebeccadaniels@oksbi,HDFC Bank,36-45,West Bengal,Mark Foster,markfoster@upi,ICICI Bank,iOS,4G,0
b5373559-72bb-4121-b62a-5ff938e90557,2025-07-26 20:53:28.130148,20,Saturday,1,1708.56,P2M,Others,Gina Shaw,ginashaw@ybl,Yes Bank,26-35,Uttar Pradesh,Navarro-Sullivan,navarro-sullivan@oksbi,HDFC Bank,Android,WiFi,0
3207f0b4-c14e-4514-81d2-2de2b6f36f8a,2025-01-27 22:31:17.921624,22,Monday,0,1476.83,P2P,Peer,William Wilson,williamwilson@okaxis,Bank of Baroda,18-25,Maharashtra,Thomas Wright,thomaswright@ibl,State Bank of India,iOS,5G,0
b3806905-f9c7-48e3-8472-085a5df689b6,2025-08-10 11:05:07.883383,11,Sunday,1,173.42,P2P,Peer,Gary Garcia,garygarcia@ibl,HDFC Bank,18-25,Tamil Nadu,Jeffrey Dunn,jeffreydunn@upi,Punjab National Bank,Android,5G,0
f0c19c53-fdb6-4beb-bb57-5323e586bec0,2025-04-26 21:15:12.699920,21,Saturday,1,86.65,P2M,Bill Payment,Angela Mcbride,angelamcbride@ybl,Axis Bank,36-45,Uttar Pradesh,"Richardson, Gutierrez and Pearson","richardson,gutierrezandpearson@oksbi",Bank of Baroda,Android,5G,0
248841a8-c756-42d8-a6fe-43749f81d7b2,2025-03-02 13:05:53.959868,13,Sunday,1,167.56,P2M,Grocery,Rachel Rivera,rachelrivera@oksbi,ICICI Bank,60+,West Bengal,"Li, Ortiz and Henson","li,ortizandhenson@upi",State Bank of India,Android,5G,0
0546fcd7-efd5-4e98-ae31-08d8bfd2eb14,2025-11-15 17:20:49.600321,17,Saturday,1,1301.43,P2M,Others,Grant Russell,grantrussell@ybl,ICICI Bank,46-60,Maharashtra,Mcguire PLC,mcguireplc@upi,Canara Bank,Android,4G,0
e8854e6a-6356-48a8-92c0-1e6f440e98f2,2025-06-12 11:04:09.596456,11,Thursday,0,833.13,P2P,Peer,Mary Perez,maryperez@ibl,State Bank of India,18-25,Tamil Nadu,Jocelyn Cochran,jocelyncochran@upi,Kotak Mahindra Bank,Android,4G,0
b2c9153e-d27d-45df-9cce-48f7065715cb,2025-12-27 05:43:10.901079,5,Saturday,1,83.96,P2P,Peer,Matthew Thomas,matthewthomas@upi,State Bank of India,60+,Maharashtra,Kristen Reed,kristenreed@ybl,State Bank of India,Android,4G,0
4dc73b56-c4f2-4c11-b88b-02aa9a92811d,2025-01-02 20:00:37.633608,20,Thursday,0,1061.01,P2P,Peer,Randall Roy,randallroy@ibl,Yes Bank,36-45,Maharashtra,Haley Gray,haleygray@ibl,HDFC Bank,Android,WiFi,0
e04241c6-ac66-461e-b220-29e1f95bd0ed,2025-11-15 12:35:21.560647,12,Saturday,1,903.64,P2M,Bill Payment,Ronald Lucas,ronaldlucas@ybl,ICICI Bank,26-35,Gujarat,"Franco, Moreno and Hall","franco,morenoandhall@upi",ICICI Bank,Android,WiFi,0
54b95b32-9d04-4c0e-a072-6c47ee48e3e0,2025-12-19 17:37:37.077126,17,Friday,0,80.76,P2P,Peer,Michelle Gonzalez,michellegonzalez@okaxis,Punjab National Bank,60+,Karnataka,Cindy Ortiz,cindyortiz@oksbi,ICICI Bank,Android,5G,0
