transaction_id,timestamp,hour_of_day,day_of_week,is_weekend,amount,transfer_ratio,txn_type,merchant_category,sender_name,sender_upi_id,sender_bank,sender_age_group,sender_state,receiver_name,receiver_upi_id,receiver_bank,device_type,network_type,fraud_flag
3c7514bc-3324-4b0b-b9fb-ce47336caa7e,2025-04-04 17:44:03.864361,17,Friday,0,2160.19,0.073,P2P,Peer,Lisa Potter,lisapotter@okaxis,State Bank of India,18-25,Karnataka,Pamela Orr,pamelaorr@upi,State Bank of India,Web,5G,0
20966e0c-7355-4666-8e40-8e57a50b8ee6,2025-07-13 13:40:28.343526,13,Sunday,1,881.85,0.009,P2P,Peer,Carla Park,carlapark@ibl,ICICI Bank,26-35,Rajasthan,Dominique Lee DDS,dominiqueleedds@upi,Canara Bank,Android,5G,0
45482de9-f864-4863-9264-9505dc01361a,2025-05-22 11:45:37.028852,11,Thursday,0,2687.43,0.029,P2P,Peer,Jason Henry,jasonhenry@upi,State Bank of India,36-45,Uttar Pradesh,Taylor Moreno,taylormoreno@ybl,State Bank of India,Android,WiFi,0
cfd3e1f9-1321-41c2-bdf8-dbb24b91ae7b,2025-11-25 12:07:53.086541,12,Tuesday,0,214.56,0.001,P2M,Grocery,Tiffany Steele,tiffanysteele@oksbi,Axis Bank,26-35,Uttar Pradesh,Higgins-Chandler,higgins-chandler@okaxis,Yes Bank,Android,5G,0
59674bc1-f179-46f7-abe5-4ec3021f2857,2025-02-08 11:14:44.622527,11,Saturday,1,694.36,0.005,P2M,Travel,Katrina Sanchez,katrinasanchez@oksbi,State Bank of India,18-25,Delhi,Campbell LLC,campbellllc@oksbi,ICICI Bank,iOS,WiFi,0
9a050edd-8c8e-4b1c-bc81-333900f71560,2025-05-13 11:06:42.023065,11,Tuesday,0,2028.1,0.021,P2M,Others,Martin Dunn,martindunn@ybl,Bank of Baroda,46-60,Gujarat,"Ross, Torres and Graham","ross,torresandgraham@ybl",ICICI Bank,Android,WiFi,0
d5c1f01d-81b8-47cd-acd4-fe890488d1cf,2025-03-30 10:47:51.111633,10,Sunday,1,1101.66,1.0,P2P,Peer,Veronica Miller,veronicamiller@oksbi,Canara Bank,60+,Bihar,Shawn Gomez,shawngomez@ibl,Canara Bank,Android,5G,1
6735beab-c6ef-4b48-a5b4-9156d14bd3f2,2025-08-27 09:15:24.268936,9,Wednesday,0,273.9,0.014,P2M,Recharge,Jennifer Tucker,jennifertucker@upi,Canara Bank,60+,Odisha,"Gillespie, Taylor and Phillips","gillespie,taylorandphillips@oksbi",HDFC Bank,iOS,5G,0
423793aa-505d-465a-a228-f08e7804f8dc,2025-07-08 19:31:35.057484,19,Tuesday,0,1170.75,0.008,P2P,Peer,Sarah Cook,sarahcook@oksbi,ICICI Bank,18-25,Maharashtra,Patricia Humphrey,patriciahumphrey@okaxis,Yes Bank,Android,5G,0
5717f794-b034-4b2f-a27b-047669258526,2025-06-15 10:51:52.477424,10,Sunday,1,255.82,0.032,P2P,Peer,Amanda Kim,amandakim@okaxis,Canara Bank,60+,Rajasthan,Timothy Tucker,timothytucker@upi,ICICI Bank,Android,WiFi,0
6fcfda9d-ae46-4f8d-bd1e-de5477805f49,2025-09-22 20:18:27.199032,20,Monday,0,2907.23,0.025,P2P,Peer,Michael Anthony,michaelanthony@okaxis,State Bank of India,46-60,Uttar Pradesh,Kyle Collier,kylecollier@oksbi,Axis Bank,Android,WiFi,0
14c6c3fb-d5c2-4b80-9b7a-97c889e2baa1,2025-05-13 03:37:50.515726,3,Tuesday,0,7196.49,0.375,P2M,Grocery,Cindy Ray,cindyray@upi,Bank of Baroda,46-60,Tamil Nadu,Kennedy PLC,kennedyplc@oksbi,Punjab National Bank,iOS,4G,0
987b2ed3-3669-4c97-beda-bc77991e3da2,2025-02-01 17:28:16.712469,17,Saturday,1,1764.28,0.05,P2P,Peer,Robert Drake,robertdrake@ibl,State Bank of India,46-60,Delhi,Dale Rodriguez,dalerodriguez@ibl,HDFC Bank,Android,5G,0
b598f232-8cbc-49c8-8c50-b727cebc4561,2025-01-14 19:14:55.004564,19,Tuesday,0,2365.53,0.094,P2M,Grocery,Troy Walker,troywalker@okaxis,Bank of Baroda,26-35,Gujarat,Rodgers-Clark,rodgers-clark@ybl,State Bank of India,iOS,WiFi,0
d4e6ffaf-e110-41c2-a8f4-08573153fcac,2025-04-08 12:24:38.149431,12,Tuesday,0,4496.8,0.681,P2P,Peer,Kenneth Miller,kennethmiller@upi,HDFC Bank,26-35,Tamil Nadu,Dave Villegas,davevillegas@ybl,State Bank of India,Android,WiFi,0
7859a1de-01db-4b29-b00c-222178100360,2025-10-19 17:36:09.398375,17,Sunday,1,13155.03,0.332,P2M,Grocery,Jamie Wilson,jamiewilson@ybl,Canara Bank,36-45,Gujarat,"Mckee, Miller and Brandt","mckee,millerandbrandt@oksbi",ICICI Bank,iOS,4G,1
081b7748-2060-405a-86af-d285c9a0f8d3,2025-05-29 20:01:51.574665,20,Thursday,0,1618.14,0.011,P2M,Bill Payment,Sergio Cowan,sergiocowan@upi,HDFC Bank,18-25,Delhi,Roberts and Sons,robertsandsons@upi,State Bank of India,Android,5G,0
db0a7f74-6801-4801-98a7-3fd4ce67bc2c,2025-12-22 13:07:18.134731,13,Monday,0,2740.05,0.08,P2M,Food Delivery,Mary Ward,maryward@oksbi,Axis Bank,26-35,Rajasthan,Shaw-Kidd,shaw-kidd@oksbi,Punjab National Bank,Android,4G,0
7abd3e65-54e4-4c0f-848d-83a91f65a149,2025-07-05 10:43:08.339231,10,Saturday,1,3946.39,0.06,P2P,Peer,Kenneth Wells,kennethwells@oksbi,Bank of Baroda,26-35,West Bengal,Mary Larson,marylarson@oksbi,ICICI Bank,Android,5G,0
c60b71b2-d5ad-4cc9-ba06-610769b053ac,2025-04-18 20:17:15.812103,20,Friday,0,866.67,0.01,P2P,Peer,Barry Wise,barrywise@upi,State Bank of India,26-35,Uttar Pradesh,Kyle Rogers,kylerogers@okaxis,ICICI Bank,Android,WiFi,0
2662c13b-cdfa-4ef2-ba99-8c35ccf35039,2025-06-17 23:05:05.007763,23,Tuesday,0,5296.28,0.043,P2P,Peer,Justin Howell,justinhowell@upi,State Bank of India,26-35,Maharashtra,Cory Stone,corystone@ybl,Yes Bank,Android,4G,0
37b164ad-0bf1-4869-824c-e471a08969b5,2025-04-25 19:08:18.880135,19,Friday,0,261.4,0.002,P2P,Peer,Alexis Strickland,alexisstrickland@upi,Axis Bank,46-60,Uttar Pradesh,Brandi Pollard,brandipollard@upi,State Bank of India,Android,5G,0
c024731c-e0ac-4919-8709-331ffc88b4fc,2025-03-15 14:17:37.149981,14,Saturday,1,2585.08,0.046,P2M,Healthcare,Ashlee Hall,ashleehall@ybl,ICICI Bank,26-35,West Bengal,Campbell Inc,campbellinc@upi,Kotak Mahindra Bank,Android,4G,0
c1a6067a-dada-4577-b62a-693445f49c82,2025-01-13 21:54:02.001589,21,Monday,0,3484.68,0.051,P2P,Peer,Edward Phillips,edwardphillips@ybl,HDFC Bank,36-45,Maharashtra,Dustin Vasquez,dustinvasquez@oksbi,State Bank of India,Android,WiFi,0
06a8faf0-511f-4365-a883-95e5056bdb3f,2025-12-18 11:52:14.591274,11,Thursday,0,2957.82,0.04,P2M,Food Delivery,Hayden Kim,haydenkim@ibl,ICICI Bank,36-45,Gujarat,Mcgrath-Hoffman,mcgrath-hoffman@ibl,HDFC Bank,Android,WiFi,0
65eb8478-e675-43b6-97d1-a2acbf846399,2025-10-02 13:34:50.142984,13,Thursday,0,1887.82,0.029,P2P,Peer,Jessica Snyder,jessicasnyder@okaxis,ICICI Bank,46-60,Rajasthan,Jade Bryant,jadebryant@okaxis,State Bank of India,Android,WiFi,0
e98e5600-8642-4afa-bdba-98537c4d35d4,2025-08-05 18:41:47.231174,18,Tuesday,0,2267.47,0.034,P2M,Grocery,Richard Miller,richardmiller@okaxis,Axis Bank,26-35,Karnataka,Sexton-Ortiz,sexton-ortiz@upi,Punjab National Bank,Android,5G,0
ed25bdb5-d20f-49e4-9bd2-7dad8d21d142,2025-10-03 11:25:57.190254,11,Friday,0,5975.48,0.226,P2P,Peer,Alisha Phillips,alishaphillips@okaxis,Punjab National Bank,26-35,Uttar Pradesh,Isaac Chavez,isaacchavez@ibl,HDFC Bank,Android,5G,0
af956fb1-faa6-47fa-964c-3fcaeea6b4dd,2025-03-20 19:42:45.049521,19,Thursday,0,7578.85,0.095,P2P,Peer,Andrew Wilson,andrewwilson@oksbi,HDFC Bank,60+,Tamil Nadu,Jonathan Williams,jonathanwilliams@upi,Canara Bank,Android,WiFi,0
ba5fddbc-772a-43e1-ae3b-c29cee725a2e,2025-10-09 20:14:58.501010,20,Thursday,0,727.58,0.031,P2M,Bill Payment,Ethan Parker,ethanparker@upi,Bank of Baroda,26-35,Maharashtra,Patterson Inc,pattersoninc@oksbi,ICICI Bank,Android,4G,0
a8a5c48d-e1ad-4392-b011-70773010ff0c,2025-01-29 11:38:15.005876,11,Wednesday,0,892.56,0.008,P2P,Peer,Kimberly Munoz,kimberlymunoz@ybl,HDFC Bank,18-25,West Bengal,Evan Powell,evanpowell@oksbi,ICICI Bank,Android,WiFi,0
9e263b45-b6ad-46d8-8e5c-c37dfd4755f6,2025-01-16 00:32:17.237593,0,Thursday,0,1447.12,0.012,P2M,Bill Payment,Mary Ramirez,maryramirez@ibl,State Bank of India,46-60,Maharashtra,Rodriguez-Morris,rodriguez-morris@upi,ICICI Bank,Android,WiFi,0
2da35b30-19c6-48d5-8465-19fa8a9a693b,2025-08-04 04:18:36.448411,4,Monday,0,2116.34,0.013,P2P,Peer,Dana Scott,danascott@upi,ICICI Bank,26-35,Gujarat,Wesley Jones,wesleyjones@ybl,ICICI Bank,Android,WiFi,0
1ca1dc1b-539e-419b-9a24-2b26d21f0573,2025-12-08 18:53:44.912366,18,Monday,0,5195.03,0.162,P2P,Peer,Christina Bush,christinabush@ibl,State Bank of India,18-25,West Bengal,Diana Smith,dianasmith@ibl,State Bank of India,Android,4G,0
afb9c3aa-59f8-4d0b-a6e0-8b5549ae5dcd,2025-03-08 12:31:05.560471,12,Saturday,1,3246.74,0.102,P2P,Peer,Thomas Shields,thomasshields@oksbi,State Bank of India,26-35,Karnataka,Thomas Ellison,thomasellison@ybl,HDFC Bank,iOS,4G,0
f8592fb8-5b56-43e6-9248-69b73f3f0868,2025-02-17 17:16:34.701665,17,Monday,0,535.63,0.004,P2M,Others,David Johnson,davidjohnson@okaxis,HDFC Bank,26-35,Odisha,Arellano-Levine,arellano-levine@oksbi,State Bank of India,Android,WiFi,0
fe7ada44-a461-495c-ba4c-013ffa1871ca,2025-07-20 00:24:57.693007,0,Sunday,1,1389.13,0.011,P2M,Healthcare,Andrew Hall,andrewhall@okaxis,HDFC Bank,26-35,Delhi,"Vasquez, Rodriguez and Wood","vasquez,rodriguezandwood@ybl",ICICI Bank,Android,WiFi,0
907ade34-bde6-4a40-8d23-b3f7553d9164,2025-02-08 11:53:52.818549,11,Saturday,1,995.91,0.007,P2P,Peer,Olivia Murphy,oliviamurphy@ibl,Axis Bank,36-45,Odisha,Dominique Lee DDS,dominiqueleedds@upi,ICICI Bank,Android,WiFi,0
06aecbde-030c-4070-9c2a-48033a0aa595,2025-05-02 12:08:53.059105,12,Friday,0,1243.49,0.026,P2M,Recharge,Nancy Harrison,nancyharrison@oksbi,ICICI Bank,26-35,Uttar Pradesh,Powell Inc,powellinc@ybl,State Bank of India,Android,5G,0
1f632518-8b90-46ea-ab79-ba1cf04e4668,2025-04-21 18:44:09.288998,18,Monday,0,3240.87,0.064,P2P,Peer,Daniel Wood,danielwood@okaxis,Kotak Mahindra Bank,46-60,Maharashtra,Brian Anderson,briananderson@ibl,State Bank of India,Android,WiFi,0
e59f9dec-fbc1-42dc-8b1e-da9ea0d694a4,2025-05-05 21:37:17.360513,21,Monday,0,2623.08,0.018,P2P,Peer,Mark Parker,markparker@oksbi,Canara Bank,18-25,Gujarat,Mathew Thompson,mathewthompson@ibl,Punjab National Bank,Android,4G,0
7834dfd0-8523-4f5b-9e95-0df3313d0299,2025-06-23 21:52:39.325212,21,Monday,0,759.94,0.006,P2P,Peer,Jessica Johnson,jessicajohnson@upi,Axis Bank,26-35,Maharashtra,Brian Clay,brianclay@oksbi,Punjab National Bank,iOS,WiFi,0
03368cce-4584-43c5-be06-fa7f313ec966,2025-01-31 21:16:59.154378,21,Friday,0,637.17,0.005,P2P,Peer,Frank Thomas,frankthomas@upi,Kotak Mahindra Bank,26-35,West Bengal,Colin Brady,colinbrady@ybl,State Bank of India,iOS,WiFi,0
9e8a541f-5c57-4d0d-beb1-e3fdfc057aa4,2025-02-05 06:22:02.309748,6,Wednesday,0,4236.17,0.033,P2P,Peer,Daniel Kelly,danielkelly@okaxis,Axis Bank,46-60,Bihar,Donna Miller,donnamiller@upi,ICICI Bank,iOS,4G,0
49a27d3e-7c4d-4706-a89a-3e711fef0a82,2025-06-06 22:48:59.640449,22,Friday,0,1628.78,0.018,P2P,Peer,David Gilbert,davidgilbert@okaxis,State Bank of India,36-45,Karnataka,Susan Martinez,susanmartinez@okaxis,HDFC Bank,iOS,5G,0
fcbc8ff1-d747-48e1-a461-c0ca4bd831da,2025-09-07 20:51:52.004589,20,Sunday,1,5196.57,0.107,P2P,Peer,Regina White,reginawhite@ibl,ICICI Bank,26-35,Odisha,Susan Wallace,susanwallace@ybl,Punjab National Bank,Android,5G,0
6fb1c2eb-6b7f-4232-b8a5-d9a29fbc72f5,2025-05-28 13:10:58.416044,13,Wednesday,0,2826.86,0.028,P2P,Peer,Shannon Jefferson,shannonjefferson@okaxis,Canara Bank,18-25,Gujarat,Katrina Sanchez,katrinasanchez@oksbi,State Bank of India,iOS,WiFi,0
f32da095-1e23-4741-9e42-b0c54b55cfe1,2025-09-18 21:13:46.442998,21,Thursday,0,2828.21,0.033,P2P,Peer,Christopher West,christopherwest@oksbi,HDFC Bank,18-25,Karnataka,Nancy Martinez,nancymartinez@okaxis,State Bank of India,Android,4G,0
effd1829-5ce3-4157-acb9-b1db6c513358,2025-01-04 12:06:24.744664,12,Saturday,1,3257.01,0.069,P2M,Grocery,Sarah Flowers,sarahflowers@okaxis,HDFC Bank,36-45,Karnataka,"Lowe, Perez and Torres","lowe,perezandtorres@okaxis",ICICI Bank,Android,WiFi,0
56b7701f-0b7a-4d83-9a07-1df979ae1d34,2025-05-20 20:11:10.887567,20,Tuesday,0,744.83,0.011,P2M,Bill Payment,Dr. Maria Hall,dr.mariahall@upi,Bank of Baroda,46-60,Maharashtra,Deleon LLC,deleonllc@oksbi,State Bank of India,Android,4G,0
6da49655-eb09-4df0-9e95-ba5abb77de02,2025-01-25 19:55:14.813108,19,Saturday,1,1845.8,0.862,P2P,Peer,Kara Perez,karaperez@oksbi,State Bank of India,36-45,Uttar Pradesh,Susan James,susanjames@okaxis,ICICI Bank,iOS,4G,1
fec78bbe-e619-4144-81d6-98011c0a3c0e,2025-12-17 20:08:25.492099,20,Wednesday,0,1979.05,0.037,P2P,Peer,Timothy Brock,timothybrock@okaxis,Punjab National Bank,46-60,Uttar Pradesh,Mr. John Johnson,mr.johnjohnson@oksbi,State Bank of India,Android,WiFi,0
13399036-b1a4-4fb0-88bd-4e9f120ba5eb,2025-08-22 20:44:19.697474,20,Friday,0,5605.53,0.267,P2P,Peer,Michelle Long,michellelong@okaxis,State Bank of India,60+,West Bengal,Melanie Goodman,melaniegoodman@ibl,State Bank of India,Android,5G,0
1fb08337-cf9c-46d4-99a6-148c93a31508,2025-02-22 10:47:08.122821,10,Saturday,1,1393.89,0.008,P2P,Peer,Alejandro Horton,alejandrohorton@ybl,ICICI Bank,46-60,Tamil Nadu,Patricia Grant,patriciagrant@ibl,Yes Bank,Android,WiFi,0
d0c99cae-455c-46e8-a171-7c2ae8737272,2025-06-06 09:14:12.057045,9,Friday,0,3957.81,1.0,P2P,Peer,Ryan Fisher,ryanfisher@oksbi,ICICI Bank,26-35,Gujarat,Robert Walker,robertwalker@ybl,HDFC Bank,Android,WiFi,1
be954106-79ec-4a62-82f9-6a59c535a889,2025-12-10 10:16:31.540633,10,Wednesday,0,1887.73,0.056,P2P,Peer,Troy Whitaker,troywhitaker@upi,ICICI Bank,60+,Maharashtra,Edward Leonard,edwardleonard@ybl,Bank of Baroda,Android,5G,0
bbbd372d-63f0-4fd4-bed6-37b2f56f9aab,2025-10-30 19:49:20.737591,19,Thursday,0,916.78,0.012,P2P,Peer,Rebecca Bradley,rebeccabradley@okaxis,Kotak Mahindra Bank,36-45,Uttar Pradesh,Jeanne Montgomery,jeannemontgomery@oksbi,Kotak Mahindra Bank,iOS,WiFi,0
92521fef-563f-4f39-93e1-47348361885e,2025-10-13 18:27:05.234423,18,Monday,0,4152.98,0.085,P2P,Peer,Jackie Coleman,jackiecoleman@okaxis,Yes Bank,26-35,Rajasthan,Douglas Davis,douglasdavis@ibl,Axis Bank,Android,5G,0
e3e6df9a-8667-48e0-b0a0-b8abd8fbb7c8,2025-08-11 21:25:48.048188,21,Monday,0,3512.6,0.035,P2M,Food Delivery,Stacey Yates,staceyyates@okaxis,ICICI Bank,36-45,Maharashtra,Willis-Silva,willis-silva@ibl,State Bank of India,Android,4G,0
d2cf17f8-e6e2-4624-98e6-0655bca41d59,2025-12-25 17:00:49.576698,17,Thursday,0,827.28,0.019,P2P,Peer,Anthony Edwards,anthonyedwards@ibl,State Bank of India,26-35,Uttar Pradesh,Kristin Fisher,kristinfisher@oksbi,ICICI Bank,Android,WiFi,0
dd2b7b40-086d-44f5-a639-4a195fdd0d4b,2025-07-13 11:42:40.165919,11,Sunday,1,891.72,0.005,P2P,Peer,Timothy Boyd,timothyboyd@oksbi,HDFC Bank,18-25,Odisha,Jesse Rodriguez,jesserodriguez@okaxis,Punjab National Bank,Android,5G,0
836920f7-694c-47e0-8279-8961af5f6cac,2025-02-13 10:35:35.853166,10,Thursday,0,3106.21,0.181,P2P,Peer,Tommy Hartman,tommyhartman@upi,State Bank of India,26-35,Gujarat,Tony Mercado,tonymercado@oksbi,Kotak Mahindra Bank,Android,5G,0
62ccfdb9-2ba5-402b-ba69-073da72c81e3,2025-03-12 17:30:06.956816,17,Wednesday,0,706.0,0.006,P2M,Bill Payment,Laura Freeman,laurafreeman@okaxis,Punjab National Bank,26-35,Karnataka,Johnson and Sons,johnsonandsons@okaxis,State Bank of India,Android,5G,0
3bb932fb-e80a-48d2-a0fe-416b3da90c8d,2025-10-15 09:12:36.979883,9,Wednesday,0,3405.44,0.051,P2P,Peer,Angela Wood,angelawood@upi,ICICI Bank,60+,Rajasthan,April Peters,aprilpeters@ibl,ICICI Bank,Android,4G,0
02c50c9d-1a92-443d-a9d9-1b4378cccb5d,2025-07-27 18:42:27.749220,18,Sunday,1,3986.25,0.047,P2P,Peer,Connie Washington,conniewashington@ybl,Canara Bank,36-45,Tamil Nadu,Erin Blake,erinblake@okaxis,ICICI Bank,Android,WiFi,0
a8d64b39-4e84-4a68-925b-c071ba9d97a2,2025-01-29 10:57:10.968813,10,Wednesday,0,2865.51,0.023,P2P,Peer,Mark Spencer,markspencer@ybl,ICICI Bank,18-25,West Bengal,Joanne Boyle,joanneboyle@upi,ICICI Bank,Android,4G,0
7d67651e-94ed-477a-bbf1-6b352c19fcb5,2025-10-24 02:49:48.811517,2,Friday,0,1128.85,0.013,P2P,Peer,Julie Jones,juliejones@upi,Punjab National Bank,18-25,Gujarat,Mr. Barry Miller,mr.barrymiller@upi,HDFC Bank,iOS,WiFi,0
24e29ad2-56b5-4231-a1ce-fc4eeeb0600f,2025-03-14 21:19:37.696130,21,Friday,0,2001.62,0.017,P2P,Peer,Jessica Jordan,jessicajordan@ibl,Canara Bank,18-25,Tamil Nadu,Chelsey Ashley,chelseyashley@oksbi,HDFC Bank,Android,4G,0
7a51b9b1-0881-4aa3-b2b4-a0d3b441a646,2025-06-11 21:09:24.425571,21,Wednesday,0,5990.52,0.106,P2M,Education,James Smith,jamessmith@ybl,Bank of Baroda,18-25,Rajasthan,"Edwards, Suarez and Chavez","edwards,suarezandchavez@ybl",HDFC Bank,Android,5G,0
723e4ad7-aadc-404d-9e98-5efafdb3a2f1,2025-10-11 04:39:15.340615,4,Saturday,1,3359.83,0.174,P2P,Peer,Daniel Murphy,danielmurphy@ibl,State Bank of India,36-45,Karnataka,Molly Snow,mollysnow@ybl,State Bank of India,Android,5G,0
f975420a-2ece-458b-b5e1-06e5eeb6e1d5,2025-10-24 21:21:35.318786,21,Friday,0,2378.3,0.081,P2P,Peer,Martin Friedman,martinfriedman@ybl,Kotak Mahindra Bank,26-35,Gujarat,Alicia Allison,aliciaallison@oksbi,HDFC Bank,Android,5G,0
95bfc679-92d9-4d8f-9e87-c62406584b6b,2025-01-13 19:27:54.634454,19,Monday,0,2177.22,0.023,P2P,Peer,Kayla Lee,kaylalee@oksbi,HDFC Bank,36-45,Maharashtra,John Miller,johnmiller@ybl,HDFC Bank,Android,WiFi,0
595d7cc0-2ccc-482e-9b60-23fa855c6ccf,2025-04-02 19:50:39.877796,19,Wednesday,0,3037.64,0.032,P2P,Peer,Lindsey Williams,lindseywilliams@oksbi,Punjab National Bank,26-35,Tamil Nadu,Angela Duncan,angeladuncan@ibl,Kotak Mahindra Bank,Android,WiFi,0
a3986bd5-7349-48ff-ae48-43eb87b11c75,2025-07-29 17:58:22.189687,17,Tuesday,0,2151.27,0.026,P2M,Grocery,Jerry Frey,jerryfrey@okaxis,Axis Bank,18-25,Gujarat,Molina-Lee,molina-lee@upi,ICICI Bank,iOS,WiFi,0
61faac86-04f1-4262-94b6-462785120245,2025-10-05 23:52:35.573218,23,Sunday,1,1526.19,0.013,P2P,Peer,Mary Ramirez,maryramirez@ibl,State Bank of India,46-60,Maharashtra,Angela Ramirez,angelaramirez@upi,Axis Bank,Android,WiFi,0
a07877f7-182a-49cd-a0fa-8b5c59ba3a37,2025-07-22 20:06:45.512799,20,Tuesday,0,1894.4,0.014,P2P,Peer,Barry Henderson,barryhenderson@oksbi,State Bank of India,36-45,Maharashtra,Sarah Herrera DVM,sarahherreradvm@oksbi,HDFC Bank,Android,WiFi,0
fc7cea9b-08e7-47e7-825c-c33cce35d1f3,2025-07-21 18:15:51.341713,18,Monday,0,222.18,0.005,P2P,Peer,Katie Little,katielittle@upi,HDFC Bank,46-60,Tamil Nadu,Courtney Stafford MD,courtneystaffordmd@ybl,Bank of Baroda,Android,5G,0
4b3db0fa-9c0e-46c1-98e9-a27d936a0a01,2025-05-26 10:44:37.501343,10,Monday,0,4464.26,0.046,P2P,Peer,Roger Wilson,rogerwilson@upi,HDFC Bank,60+,Uttar Pradesh,Todd Allen,toddallen@ybl,HDFC Bank,iOS,5G,0
d6e19b69-d650-4d72-a42c-00693d462792,2025-07-04 02:52:29.434499,2,Friday,0,5897.0,0.073,P2P,Peer,Raymond Howard,raymondhoward@upi,State Bank of India,36-45,Odisha,Amanda Walker,amandawalker@ybl,Punjab National Bank,Android,4G,0
9d6274c8-d313-4c4e-89f2-392a92fe9467,2025-10-27 22:59:53.508687,22,Monday,0,761.71,0.018,P2P,Peer,Kyle Matthews,kylematthews@oksbi,State Bank of India,60+,West Bengal,Regina Cochran,reginacochran@ibl,Axis Bank,Android,WiFi,0
3f9310d8-a380-405c-96e9-d192d49ec774,2025-10-01 00:56:36.318173,0,Wednesday,0,1647.47,0.023,P2M,Grocery,Danielle Gomez,daniellegomez@ibl,Yes Bank,46-60,Tamil Nadu,Flores PLC,floresplc@ybl,State Bank of India,Android,WiFi,0
49870cd9-7efe-48c8-b728-76d5908a5bd9,2025-01-12 13:41:47.717137,13,Sunday,1,770.09,0.035,P2P,Peer,Luis Thomas,luisthomas@ibl,Bank of Baroda,36-45,Tamil Nadu,Andrew Anderson,andrewanderson@ybl,HDFC Bank,Android,WiFi,0
7f5a9ad7-4d70-4782-afc9-d7d576841fca,2025-02-15 10:39:30.417305,10,Saturday,1,2476.45,0.017,P2P,Peer,Cynthia Washington,cynthiawashington@upi,State Bank of India,26-35,Bihar,Mr. James Diaz,mr.jamesdiaz@ybl,Axis Bank,Android,5G,0
491fb9d3-2c20-440e-bb18-25c02c3d457e,2025-02-19 19:28:14.623643,19,Wednesday,0,558.01,0.004,P2M,Grocery,Deborah Melendez,deborahmelendez@okaxis,State Bank of India,18-25,Maharashtra,"Malone, Davis and Waters","malone,davisandwaters@okaxis",Axis Bank,Android,4G,0
88d54bc6-12ce-484f-8cfc-723c1dacf08f,2025-05-22 13:37:56.645615,13,Thursday,0,4473.28,0.09,P2M,Bill Payment,Mitchell Clarke,mitchellclarke@ibl,Yes Bank,46-60,West Bengal,Lawrence-Spencer,lawrence-spencer@okaxis,ICICI Bank,Android,5G,0
e896f0a6-c075-4932-859b-56a6cddfdf05,2025-09-08 18:34:05.471494,18,Monday,0,2014.4,0.017,P2P,Peer,Jessica Phillips,jessicaphillips@ibl,ICICI Bank,46-60,Tamil Nadu,Connie Herrera,connieherrera@oksbi,ICICI Bank,Android,4G,0
3d72400f-1510-4528-a077-c6e26eb70250,2025-11-15 20:02:55.137207,20,Saturday,1,1673.54,0.009,P2P,Peer,Tiffany Steele,tiffanysteele@oksbi,Axis Bank,26-35,Uttar Pradesh,Miss Wendy Rodriguez,misswendyrodriguez@okaxis,HDFC Bank,Android,WiFi,0
d08a9cb1-dde8-4617-8fca-26ed3797e93d,2025-10-11 11:01:02.203962,11,Saturday,1,5456.92,0.266,P2M,Food Delivery,Bryan Griffin,bryangriffin@okaxis,Bank of Baroda,36-45,Maharashtra,Cannon PLC,cannonplc@ibl,Bank of Baroda,iOS,5G,0
31c51481-f04e-4c22-af9f-68d422fc15be,2025-12-14 14:02:24.765600,14,Sunday,1,3573.82,0.056,P2M,Others,Keith Rivera,keithrivera@okaxis,Canara Bank,36-45,Uttar Pradesh,"Henson, Rowe and Oneill","henson,roweandoneill@oksbi",Punjab National Bank,Android,WiFi,0
c67736fb-0013-4250-9d33-cfc9f63ecc09,2025-08-23 11:04:21.197736,11,Saturday,1,404.74,0.004,P2P,Peer,Rebecca Perry,rebeccaperry@okaxis,State Bank of India,26-35,Bihar,Angela Adams,angelaadams@oksbi,HDFC Bank,Android,4G,0
fe512850-9b75-4a86-9ff7-89ff899b114f,2025-08-12 10:52:16.835975,10,Tuesday,0,713.43,0.006,P2P,Peer,Scott Perry,scottperry@ibl,HDFC Bank,36-45,Uttar Pradesh,Jose Torres,josetorres@ybl,Canara Bank,Android,4G,0
df0db987-a749-4be2-820e-edf7647ce901,2025-12-07 11:42:38.388983,11,Sunday,1,454.55,0.003,P2P,Peer,Jordan Mitchell,jordanmitchell@upi,State Bank of India,18-25,Gujarat,Patricia Oneal,patriciaoneal@ybl,Kotak Mahindra Bank,Android,4G,0
154c3596-eec1-43d8-92ab-1b634f875fab,2025-07-01 07:01:11.144691,7,Tuesday,0,1424.31,0.019,P2M,Bill Payment,Heidi Huynh,heidihuynh@oksbi,Canara Bank,36-45,Uttar Pradesh,"Campbell, Nguyen and Williams","campbell,nguyenandwilliams@oksbi",HDFC Bank,iOS,WiFi,0
ff37da60-4edb-4848-a9e5-d60818e59022,2025-06-05 21:37:25.291041,21,Thursday,0,5097.61,0.111,P2P,Peer,Robert Colon,robertcolon@oksbi,Punjab National Bank,18-25,West Bengal,Mary Lawrence,marylawrence@okaxis,State Bank of India,iOS,WiFi,0
266aa70a-ae30-4642-a8ad-a014a70588b8,2025-08-29 21:56:11.336616,21,Friday,0,2062.68,0.013,P2M,Others,Anthony Hall,anthonyhall@oksbi,ICICI Bank,18-25,Tamil Nadu,Barker LLC,barkerllc@oksbi,Punjab National Bank,Android,WiFi,0
