sender_upi_id,income_stability,txn_freq_norm,network_centrality,nsf_frequency,time_to_zero_norm,debt_to_income,affordability_index,bill_payment_latency,default
derekwalker@ybl,0.23996062478014019,0.06,0.12,0.0,0.0,0.12703471810444666,0.7696237492354644,-7.91050647100481,0
derekwalters@okaxis,0.2874805638491354,0.1,0.2,0.0,0.0,5.387720179412803e-05,0.9116016810049209,-2.905954702978585,0
derekwarner@upi,0.3764486396951501,0.09,0.18,0.0,0.0,0.20445165569489193,0.7192266273197184,7.083123716311144,0
derrickbass@upi,0.8980280119903596,0.06,0.12,0.0,0.0,0.01874076341104125,0.7729378941701074,-0.17401341733693165,1
derrickbeltran@okaxis,0.11642208520599473,0.05,0.1,0.0,0.0,0.11046782312835979,0.7108192041127432,5.30479320928651,0
derrickgarcia@upi,0.5611481397530129,0.11,0.22,0.0,0.0,0.2827905949822865,0.6486831738550562,11.231416917919885,0
derrickhuff@ybl,0.37195206639877754,0.06,0.12,0.0,0.0,0.025075848648746346,0.7846523893356806,-2.500484812889031,0
derrickjones@okaxis,1.0008398424761715,0.07,0.14,0.0,0.0,0.33573539694240095,0.5073566397363134,5.392498658979449,1
derrickmichael@upi,0.5716541603734481,0.07,0.14,0.0,0.0,0.0015279690634332434,0.8110596755459667,5.694815363278611,0
derrickpena@oksbi,0.0135718140826836,0.05,0.1,0.0,0.0,0.0987295476807609,0.7044557401542282,-1.3036899423655157,0
derricksalinas@upi,0.4287226399534303,0.1,0.2,1.0,0.5,0.2963616224608286,0.5111889302397128,9.771054626225416,0
derrickswanson@ybl,0.7844947053203262,0.12,0.24,0.0,0.0,0.12650805989172273,0.828980250168491,1.5614647222526172,0
derrickyoung@ibl,1.1762240328806386,0.1,0.2,0.0,0.0,0.04075695522640541,0.9169724812813242,1.0812350954349534,0
desireebaxter@okaxis,0.7449136468882905,0.11,0.22,0.0,0.0,0.14409356752017116,0.6555602113715419,13.558066092089863,0
desireebrown@okaxis,0.563045629811408,0.09,0.18,0.0,0.0,0.10815731455381022,0.6416198635223765,5.613833711833591,0
desireechan@ibl,0.3326277325208645,0.08,0.16,0.0,0.0,0.337084760864222,0.610974657588564,7.62645274842749,0
desireerussell@okaxis,0.4132589587231152,0.06,0.12,0.0,0.0,0.12533916703405726,0.6677673243043103,9.774464657609194,0
desireewallace@ibl,0.8638875720829883,0.07,0.14,0.0,0.0,0.3155729887104029,0.5598822707538771,-0.25236999729608467,1
desireewilliams@okaxis,1.0867374474717253,0.08,0.16,0.0,0.0,0.3567488579242939,0.4626523217276973,9.249105485268396,1
desireewilson@ibl,0.9731710387267957,0.12,0.24,0.0,0.0,0.17352696783061183,0.6346328354594754,0.49052942501164987,1
desireewright@oksbi,0.7665354289095688,0.11,0.22,0.0,0.0,0.3639772575417568,0.5965070841901514,0.27688305330851337,0
destinyestrada@okaxis,0.776847068671557,0.16,0.32,0.0,0.0,0.15092722158527716,0.7992482827290724,1.6400001384593192,1
destinygarcia@oksbi,0.20014445678033219,0.02,0.04,0.0,0.0,0.3856313665960433,0.4682259696422577,-0.11032417472477407,1
destinyjacksonphd@upi,1.0738168032591775,0.09,0.18,0.0,0.0,0.03571580981022917,0.7721738561635105,7.110782163285815,1
destinylynch@upi,0.6988686158045483,0.14,0.28,0.0,0.0,0.2748077066012971,0.5368392054805344,4.336053275725279,0
destinyodonnell@oksbi,0.08837350134202956,0.02,0.04,0.0,0.0,0.19752561618277148,0.5795885594072588,0.5438779269144356,0
destinyrussell@oksbi,1.0263096377240741,0.05,0.1,1.0,0.5,0.15505952218225882,0.8429561472174047,6.372525165774109,0
devinsullivan@okaxis,0.8004417195087936,0.05,0.1,0.0,0.0,0.2530847514994404,0.6697426096532426,1.6240878130682699,1
devonshannon@ybl,0.48003549731636264,0.08,0.16,0.0,0.0,0.2815428366537325,0.6197619504199486,1.359648148176617,0
devontaylor@ibl,0.23494019302405955,0.04,0.08,0.0,0.0,0.001745307860123635,0.9280270254546021,3.243419424507718,0
diamondgarcia@oksbi,0.22466086131630625,0.03,0.06,0.0,0.0,0.06678123549887949,0.8884458658656009,5.317301778331085,0
diamondrivera@okaxis,0.7845289428800493,0.11,0.22,0.0,0.0,0.2852184202537275,0.6733345627146882,4.949238246887099,1
dianabuchanan@upi,0.5586112807751803,0.09,0.18,1.0,0.5,0.2665541654312826,0.5170513212544183,1.183754088735848,0
dianaburns@oksbi,0.4840362136918366,0.11,0.22,0.0,0.0,0.3864190020514709,0.4638932315428884,7.235556037197012,1
dianacline@okaxis,1.0629691814909017,0.1,0.2,0.0,0.0,0.30441511610031324,0.623572087291457,1.8880292446017197,1
dianacunningham@upi,0.425382485286515,0.03,0.06,0.0,0.0,0.38030908309253525,0.5036400382683819,-0.27492244304359525,0
dianadavila@ybl,0.7229551390701141,0.1,0.2,0.0,0.0,0.2810162006139228,0.7152053923575002,-4.340108243836757,0
dianadavis@upi,0.9936419672684735,0.07,0.14,0.0,0.0,0.11922088345577726,0.7923677752022198,7.915892404995106,0
dianahall@ibl,0.4754246516180749,0.11,0.22,0.0,0.0,0.04214596890034259,0.9453680902208348,3.0619503809700377,0
dianahoward@ibl,0.3144448289453842,0.06,0.12,0.0,0.0,0.31272954533797426,0.5226237827726491,4.054361792552574,0
dianakerr@oksbi,0.5491147192830046,0.02,0.04,0.0,0.0,0.25765968859036636,0.7120432567753779,8.229014578497576,0
dianapeters@oksbi,0.6945706959533339,0.06,0.12,0.0,0.0,0.019274404957318494,0.7810554459315694,0.6129688420109201,0
dianareed@okaxis,0.5161272704938723,0.03,0.06,1.0,0.5,0.14402018636039135,0.8533001195896399,-3.871996242370643,0
dianarobinson@upi,0.6643026301466421,0.1,0.2,0.0,0.0,0.3827199261937145,0.46129747420511813,3.3489035110760925,0
dianarodriguez@okaxis,0.44450699124750587,0.06,0.12,0.0,0.0,0.2001604582840805,0.683784380421942,4.539807760401477,0
dianaschmidtdds@oksbi,0.4675133281388481,0.08,0.16,1.0,0.5,0.17309165440788188,0.7755187704505853,1.685754669198136,0
dianawilliams@ibl,0.7456791444110612,0.07,0.14,0.0,0.0,0.1830798420637176,0.6778744196308958,10.368687890380844,0
dianawilliams@upi,0.7930012487966084,0.11,0.22,0.0,0.0,0.08355308960206549,0.770205094508201,-9.430832838606783,0
dianawilson@ibl,0.4993600263624006,0.08,0.16,0.0,0.0,0.1474828683459181,0.8490275562303378,8.600283189498914,0
dianawilson@upi,0.9893950566021178,0.13,0.26,0.0,0.0,0.14792530239487064,0.7051705823906462,6.955768251821129,1
dianebell@ibl,0.7351535441144476,0.08,0.16,0.0,0.0,0.02094200807498896,0.8627670796846405,5.283853888502296,0
dianebrown@oksbi,0.18407082470382735,0.1,0.2,0.0,0.0,0.30702705140716735,0.4964194168569763,-10.0,0
dianedavis@ibl,0.903178916467287,0.03,0.06,0.0,0.0,0.1666017727615516,0.7939476754097885,9.41944391635134,1
dianedecker@okaxis,0.5923716757191493,0.1,0.2,0.0,0.0,0.3288719547265693,0.6002907584075018,-2.132170553179426,0
dianehamilton@oksbi,0.5822107160983852,0.08,0.16,0.0,0.0,0.3401392004479582,0.5418816681194756,0.46154010808306634,0
dianeharper@ibl,0.7063008068165777,0.06,0.12,0.0,0.0,0.08479762187946323,0.6450811851102232,2.1470366760496558,1
dianelarson@upi,0.49921885703410107,0.09,0.18,0.0,0.0,0.26294139286805146,0.6467694040293791,5.037090173259877,1
dianelove@upi,1.2067664718369904,0.03,0.06,1.0,0.5,0.18891272166519268,0.5708410759308195,6.19714021096275,1
dianelucas@oksbi,1.2834574936291856,0.09,0.18,0.0,0.0,0.35206269516859406,0.45379007328766413,7.464202771596482,1
dianemayer@ybl,0.7114940470296454,0.08,0.16,0.0,0.0,0.08629627167058165,0.8084720758068706,7.079267550392581,0
dianemorris@upi,0.9499356181416037,0.06,0.12,0.0,0.0,0.2711252801240177,0.5515432325147634,4.26463602106563,1
dianemurphy@okaxis,0.3677353541867732,0.06,0.12,0.0,0.0,0.24310084890108904,0.5734012628156605,5.079613295287954,1
dianeolsen@oksbi,0.7309922136877347,0.03,0.06,0.0,0.0,0.11812059102873312,0.7901476089921811,-2.453768579111232,0
dianepittman@okaxis,0.0941005655854022,0.03,0.06,0.0,0.0,0.05464036146046905,0.6769806932319585,-0.7551340340951112,0
dianeporter@ibl,0.5098305571793168,0.11,0.22,0.0,0.0,0.2606559041909106,0.5870552325073463,7.477301118374161,0
dianeross@oksbi,0.8337783537047505,0.1,0.2,2.0,0.25,0.2954389832529323,0.5247778795952361,7.186047433643406,1
dianesanchez@oksbi,0.6876040771243835,0.11,0.22,0.0,0.0,0.12625093750534,0.7637029115036449,6.618997082222105,0
dianesmith@ybl,0.5033780954891522,0.09,0.18,0.0,0.0,0.25793304160892555,0.6667690875350792,0.4279161917173626,0
dianestephens@okaxis,0.5484711787084178,0.04,0.08,0.0,0.0,0.15805236304460132,0.7715109342272377,7.552460659718479,0
dianesuarez@upi,0.16198373844044475,0.04,0.08,0.0,0.0,0.2852827533130471,0.5550275184682463,-2.80622226240179,0
dianewallace@oksbi,0.50542488900407,0.11,0.22,0.0,0.0,0.07968610995762125,0.6688610588638593,8.386799049311364,0
dianewilliams@ybl,0.7270212946529151,0.09,0.18,0.0,0.0,0.35608600105446975,0.46593945171980583,1.695645993770549,1
dillonandrade@okaxis,0.9849753248088177,0.1,0.2,0.0,0.0,0.1149638385862319,0.7326731721760462,11.420852031703163,1
dominicfigueroa@oksbi,0.7552434044424347,0.11,0.22,0.0,0.0,0.14711439510246116,0.8390290477169998,-4.607210460327424,0
dominicford@upi,0.6639619965289189,0.15,0.3,0.0,0.0,0.023236780832139915,0.747535167136732,11.81702022959261,0
dominiquejohnson@upi,0.7479617083376713,0.05,0.1,0.0,0.0,0.04460488492851056,0.742363482077247,1.1926783541826909,0
dominiquemartin@ibl,0.37072897331785504,0.04,0.08,0.0,0.0,0.20634476108493127,0.5795799451423023,1.102603719941279,0
dominiquemonroe@ibl,0.20330589160704876,0.07,0.14,0.0,0.0,0.1070370706911886,0.7872995922197669,3.9741940949279844,0
dominiquenixon@upi,0.5515793689324523,0.12,0.24,0.0,0.0,0.3341920902968778,0.6018649579121723,-0.4853945640034838,0
dominiquenorman@ybl,0.42102976827648253,0.05,0.1,0.0,0.0,0.005877355461981537,0.8876315930504523,2.6383549934884654,0
dominiquerivera@upi,0.7314858286493956,0.05,0.1,0.0,0.0,0.1516376194687745,0.8130188172529288,-0.6881313263542728,0
donaldanderson@upi,0.9835975973137484,0.08,0.16,1.0,0.5,0.1349382187076371,0.7317797666989376,-0.5053176548959355,0
donaldbrewer@upi,0.6130497920307777,0.08,0.16,1.0,0.5,0.007731052367040414,0.7346135272462048,5.43442975150286,1
donaldbrowning@ibl,1.1571220885504754,0.09,0.18,0.0,0.0,0.04974735960020409,0.747679245158992,-1.5078274765175799,0
donaldcalderon@ybl,0.6987821058663028,0.04,0.08,0.0,0.0,0.16545706996745413,0.7500279263109131,-0.8409711750274109,1
donaldcooper@ibl,0.5005680408799553,0.08,0.16,0.0,0.0,0.19714583377897865,0.709672175660735,-3.8639562487320447,0
donaldellison@upi,0.9116201642155463,0.08,0.16,0.0,0.0,0.16171589890194765,0.7203383151576862,0.480346600193303,0
donaldgamble@oksbi,0.9547037033994489,0.1,0.2,0.0,0.0,0.21237507136483755,0.7127133905036235,9.558010148619609,1
donaldgilbert@ibl,0.3788735914038082,0.09,0.18,0.0,0.0,0.23805266996227262,0.6790606080161328,-1.2296682005148423,0
donaldgriffith@ibl,0.706975632496845,0.07,0.14,0.0,0.0,0.003969528451134252,0.9605692636566643,-0.6581663259362065,0
donaldhall@okaxis,0.2539478142871597,0.03,0.06,0.0,0.0,0.18563806378140157,0.7132221848987292,3.969609732407678,0
donaldhammonddds@ybl,1.281582396651353,0.15,0.3,0.0,0.0,0.38539969635503535,0.5737788019941985,1.1460178310023676,1
donaldhoward@ybl,0.256157996861095,0.05,0.1,0.0,0.0,0.2076129120518195,0.6137926632841693,14.140772166748249,0
donaldhughes@upi,0.6366064055285054,0.09,0.18,0.0,0.0,0.2710169069835813,0.6586032565545754,2.1873601766187165,1
donaldjenkins@upi,0.5572363448086878,0.1,0.2,0.0,0.0,0.12474554316675329,0.8495729466962264,4.676091731086858,0
donaldjimenez@oksbi,0.3319357723739357,0.05,0.1,0.0,0.0,0.309596551261105,0.5631756929588646,7.7188439239966105,0
donaldjoyce@ybl,0.0,0.01,0.02,0.0,0.0,0.30916859275044606,0.645050877714641,7.622889329314253,0
donaldlee@okaxis,0.4072921253846053,0.07,0.14,0.0,0.0,0.20851841906165558,0.7261343212440494,4.1664379077868965,0
donaldlong@okaxis,0.6064738597609632,0.06,0.12,0.0,0.0,0.3904055293116855,0.4376021816240703,2.194362566569994,1
donaldmorrison@ibl,1.0576984055929939,0.03,0.06,0.0,0.0,0.05022008590506136,0.8305374135745304,13.120142681896285,0
donaldpatterson@ibl,0.7312736446040026,0.12,0.24,0.0,0.0,0.0067790659558323975,0.7340466899356642,2.501198623428667,0
donaldprice@ybl,0.8901006929284663,0.1,0.2,0.0,0.0,0.3080632847028384,0.6851527959111745,0.7915494778575969,0
donaldrios@okaxis,0.9327492525165966,0.09,0.18,0.0,0.0,0.322862214945953,0.6388268532843202,-0.22924494147009256,0
donaldrobinson@oksbi,0.47681066308395276,0.1,0.2,0.0,0.0,0.0480828916482305,0.6976763649263955,-5.634016013533779,0
donaldschmidt@oksbi,0.4133258376873736,0.05,0.1,0.0,0.0,0.10623313318344244,0.658282177211457,7.108078761185816,0
donaldsmith@upi,0.050942212088879016,0.05,0.1,0.0,0.0,0.007020945346651564,0.8721753641975232,-8.740341985504132,0
donaldswanson@ibl,0.42369344234308326,0.09,0.18,0.0,0.0,0.11732344431222588,0.7092012654873977,2.9713857954753964,0
donaldsweeney@ibl,0.27143277689659256,0.06,0.12,0.0,0.0,0.3092567495674686,0.49075357126936175,1.9756968286430747,0
donaldtaylor@ibl,0.895399242698359,0.08,0.16,0.0,0.0,0.2071842110850316,0.6837976340430043,14.19982596115724,1
donaldwhitaker@okaxis,0.9314561041748013,0.08,0.16,0.0,0.0,0.13923823726731524,0.7026859034147264,-6.158256143568131,0
donaldwilliams@upi,0.6147020697794688,0.08,0.16,0.0,0.0,0.14869571796253211,0.6217270526570451,-1.5055164349217849,0
donkelly@oksbi,0.6080777501296146,0.14,0.28,0.0,0.0,0.0005414502861872617,0.9400668424686979,2.3195177065917534,0
donnabonilla@upi,0.4594301627921651,0.12,0.24,0.0,0.0,0.11992021102609436,0.8576580222261826,2.0123533126541586,0
donnabutler@okaxis,0.8585780024766451,0.08,0.16,0.0,0.0,0.2585834966551722,0.6872769210439785,0.25227704594977585,0
donnacantrell@okaxis,0.7736785653116192,0.06,0.12,0.0,0.0,0.38967777752654287,0.5778083393496867,2.595060452989163,1
donnachavez@upi,0.4454180779862003,0.07,0.14,0.0,0.0,0.33882433079355984,0.5057644571512251,-3.2978136443487065,0
donnaclayton@upi,0.7426202881337055,0.05,0.1,0.0,0.0,0.00943798585821165,0.7717190158398191,4.785964394974695,0
donnadavis@ybl,0.5595659113266543,0.06,0.12,0.0,0.0,0.35942424186993577,0.48847633685648983,-8.607426710387891,0
donnaedwards@ibl,0.4745740171622694,0.07,0.14,0.0,0.0,0.3132793653194504,0.6383198978238565,2.8711532206137145,0
donnaferrell@ibl,1.5413670459968614,0.08,0.16,1.0,0.5,0.3121504494283922,0.6771019864173989,-0.0017834713178666028,0
donnajohnson@ibl,0.415186607314396,0.13,0.26,0.0,0.0,0.1831983036014286,0.7474153414295595,8.081439713783178,0
donnajordan@ibl,0.6149729359466901,0.11,0.22,0.0,0.0,0.15920211718180113,0.8108991348783406,11.776555353166524,0
donnanixon@upi,0.4168360220169684,0.09,0.18,0.0,0.0,0.12116629153327706,0.7835766841718614,1.3447391562482114,0
donnanoble@ibl,0.5395967077175968,0.09,0.18,0.0,0.0,0.026277943581746312,0.7948473381616805,9.953629645707155,0
donnapennington@ybl,0.45554290017522653,0.13,0.26,0.0,0.0,0.09129414539747965,0.7521617198674219,1.4194185968479462,0
donnaperez@upi,0.766844941216575,0.08,0.16,0.0,0.0,0.09864145399120985,0.6513184671806667,-1.8306326156454507,0
donnareeves@okaxis,0.41487800189893326,0.04,0.08,0.0,0.0,0.19363082788408065,0.5720682542274316,11.729518160928098,0
donnaroberts@oksbi,0.49839733638447353,0.03,0.06,0.0,0.0,0.2989777626386776,0.6369787253765791,5.603882223670034,1
donnaschneider@ybl,0.8014468390239372,0.07,0.14,0.0,0.0,0.18952393135917867,0.6739340854813068,3.022192613049072,1
donnawebb@oksbi,0.32691258684592084,0.05,0.1,0.0,0.0,0.023137779778864245,0.8456349653806183,6.435887375493243,0
donnayoung@upi,0.6987787981317298,0.1,0.2,0.0,0.0,0.3831159203952816,0.5350225593645348,4.371075175650836,1
donreyes@upi,0.5482797914520909,0.08,0.16,0.0,0.0,0.3770897276376449,0.4878712636827015,2.65390296029241,0
dorisgreen@ibl,1.0916870488653698,0.08,0.16,0.0,0.0,0.3140758172593634,0.578074782387378,-3.632174136539982,1
dorislee@oksbi,0.6424830214988652,0.08,0.16,0.0,0.0,0.3965311606256883,0.5076549249400388,1.6473163141936666,1
dorisnorris@okaxis,0.24235245237780684,0.1,0.2,0.0,0.0,0.21779293312010517,0.6386941020398114,6.116277117292364,0
dorissilva@ibl,0.44597583400490026,0.07,0.14,0.0,0.0,0.38510734010128245,0.5818130427529675,2.386142871565947,0
dorisvelazquez@okaxis,0.7606338681166654,0.07,0.14,0.0,0.0,0.03024201624670031,0.8100865569947545,7.511628805651929,0
dorothyterrell@ybl,0.4724817642707884,0.11,0.22,0.0,0.0,0.14627229930454852,0.7522138060699848,4.918275119333945,0
douglasaguilar@ybl,0.9096890905093112,0.08,0.16,0.0,0.0,0.09015250720270634,0.8813292658415132,-1.3906815904270342,0
douglasbowen@oksbi,0.5463113597060351,0.12,0.24,0.0,0.0,0.07833323365370802,0.8846803590666493,-3.5958597891606185,0
douglascampbell@ybl,0.5940945129227729,0.04,0.08,0.0,0.0,0.05632117955707044,0.9126569467976057,2.2141075003491597,0
douglaschristensen@upi,0.6427085312296228,0.11,0.22,0.0,0.0,0.24896545662639868,0.5865591041301287,0.37885775947706213,1
douglasdecker@ybl,0.4953602451890315,0.16,0.32,0.0,0.0,0.312528742298922,0.4884447169611517,4.681609048108431,0
douglasdunn@ybl,0.7368360904944076,0.11,0.22,0.0,0.0,0.23131935976814427,0.598279546628346,-0.5906882938136491,1
douglasharris@upi,0.7907768638058759,0.1,0.2,0.0,0.0,0.05878508383528387,0.7375474945981669,-0.07696162877438573,0
douglasmorton@ibl,0.3660663791519674,0.05,0.1,0.0,0.0,0.3244495079733884,0.6571809892631878,8.265348587974561,0
douglasparsons@ibl,0.6266567669194039,0.13,0.26,0.0,0.0,0.2543818828654914,0.6671588252007291,3.741014843139489,1
douglaspatterson@okaxis,0.7628825677924713,0.1,0.2,0.0,0.0,0.1552662824507982,0.6120190291444254,-0.5136353271364644,0
douglasreynolds@ibl,0.2945938973857958,0.05,0.1,0.0,0.0,0.2696521182144252,0.5409055585006463,3.088209043675098,0
douglasrich@upi,1.0817238151864326,0.09,0.18,0.0,0.0,0.10396199169713315,0.6690741234532884,9.894556215008413,1
douglasrobinson@ibl,0.3840674151862917,0.06,0.12,0.0,0.0,0.1380768833976842,0.7663587050083126,4.468933441373613,0
douglassanchez@ibl,0.4585165640537705,0.05,0.1,0.0,0.0,0.3669943372527961,0.5827603367059375,5.964754047125648,0
douglassanchezdvm@ibl,0.18645586753641608,0.04,0.08,0.0,0.0,0.11620180226856816,0.8465842600665514,-0.7611726826372127,0
douglassparks@okaxis,0.5057353377574316,0.05,0.1,0.0,0.0,0.18799530726317465,0.7975436729401131,8.132096885673002,0
douglaswoods@upi,1.1063304550438513,0.08,0.16,0.0,0.0,0.3560564549584059,0.48972638584945716,14.590511302319008,1
dr.aaronsalinas@ybl,0.447764056767127,0.1,0.2,0.0,0.0,0.283088540107011,0.5684618552025512,-0.957338212564268,1
dr.adrianamendoza@oksbi,0.6830944923727055,0.09,0.18,0.0,0.0,0.0248812904658811,0.7528860978769095,-2.9094698718599474,0
dr.amberoliver@okaxis,0.6145324980758248,0.08,0.16,0.0,0.0,0.05892121771158814,0.7600420173147627,3.8777112191757412,0
dr.anthonyfrancodvm@ybl,0.45932622746141805,0.09,0.18,0.0,0.0,0.0031366363087667274,0.9713431952750959,7.377525249222051,0
dr.breannakemp@ibl,0.17885114790060702,0.04,0.08,0.0,0.0,0.2523687160916654,0.6523335427796421,2.5430516397486933,0
dr.brucepace@ybl,0.26013695652747165,0.08,0.16,0.0,0.0,0.17906937016416735,0.7564527426481756,-2.266031980213314,0
dr.bryanalexander@okaxis,0.16622670247862165,0.04,0.08,0.0,0.0,0.053709940360910216,0.8015415301027661,2.45707919109805,0
dr.cesarluna@upi,0.6363059726572758,0.07,0.14,0.0,0.0,0.3831736484227082,0.43711854252328086,5.990461363887273,1
dr.charleshawkinsmd@ybl,0.5206959571768387,0.08,0.16,0.0,0.0,0.21186388957824798,0.5668737114875119,0.9648408652697036,0
dr.chelseaserranomd@okaxis,0.6466634717530466,0.08,0.16,0.0,0.0,0.09675731764515567,0.7780323901472471,6.036275088774608,1
dr.christinamoreno@okaxis,0.6779451665958497,0.11,0.22,0.0,0.0,0.20024142846188303,0.7322883075941596,8.823553926199551,1
dr.christopheradams@oksbi,0.0,0.01,0.02,0.0,0.0,0.27184813309404315,0.5567443045207369,4.201153128852238,0
dr.cynthiaramosdds@oksbi,0.925978307569427,0.09,0.18,0.0,0.0,0.03049568718942579,0.888621352600837,2.8602611436085366,0
dr.dakotamorris@ybl,0.9251146916316072,0.12,0.24,0.0,0.0,0.1098815260191568,0.8395595061470834,7.146719626131409,1
dr.daniellemonroe@ibl,0.6220750960405275,0.12,0.24,0.0,0.0,0.32278619635359745,0.557732459962672,-1.2805041371861527,0
dr.danielmack@okaxis,0.6849393196522161,0.09,0.18,0.0,0.0,0.1838659481610645,0.7540472821487256,-1.773549168464613,0
dr.davidmcintyredds@okaxis,0.6574633857034774,0.07,0.14,0.0,0.0,0.21863085681291797,0.6416673610639778,1.6671385753550734,0
dr.elizabethmoore@ibl,0.27378273321010743,0.05,0.1,0.0,0.0,0.17312640088378772,0.7470845873134148,0.540602725927664,0
dr.garygilmoreiii@ibl,0.44142722184390415,0.09,0.18,0.0,0.0,0.01755997705720205,0.9128823996584752,-1.016709876452377,0
dr.heidiclark@ybl,1.2533749218597936,0.06,0.12,0.0,0.0,0.06629991192806238,0.9314386529129111,12.152342374993871,0
dr.helengarcia@okaxis,0.533182199070811,0.07,0.14,0.0,0.0,0.17821665549675636,0.6604007083915341,13.859966047471456,1
dr.jamesdavis@oksbi,0.33468166489820017,0.06,0.12,1.0,0.3333333333333333,0.08367418616317113,0.754422253019827,1.2314747887220887,0
dr.jeremyyoung@okaxis,0.7205257713264343,0.16,0.32,0.0,0.0,0.019991611463871496,0.7346985862348359,3.4585947487418274,0
dr.jessicaalexander@oksbi,0.6967965701073122,0.08,0.16,0.0,0.0,0.3374598656207295,0.5043400715265058,2.0607858996810453,1
dr.kellygraham@ibl,0.3721735043152475,0.08,0.16,0.0,0.0,0.39247701166564636,0.5516421130564495,8.53749620059078,1
dr.kelseywilliamsmd@ybl,0.4779073533337858,0.07,0.14,0.0,0.0,0.3172571495986958,0.6657518913319169,9.528227809200235,1
dr.kennethscott@okaxis,1.1631684258196886,0.1,0.2,1.0,0.5,0.34151396868186684,0.5388927764900614,-5.886318993448233,0
dr.kimberlyhess@ybl,0.45094768930157536,0.1,0.2,0.0,0.0,0.09679085212681815,0.6809775483840431,5.380054000328128,0
dr.kimwolf@oksbi,0.26269881556853114,0.09,0.18,0.0,0.0,0.3842507902052799,0.48368938429368874,-3.5341067058057423,0
dr.laurensanchez@oksbi,0.6875103843912002,0.06,0.12,0.0,0.0,0.07877028178137135,0.7706229488916325,11.791360789376391,0
dr.lonniemurillo@ybl,0.38488754511097567,0.09,0.18,0.0,0.0,0.38057192414473295,0.4876107453783338,5.201240151051991,0
dr.melanieking@okaxis,0.8002174553855067,0.12,0.24,0.0,0.0,0.39792771758638046,0.46364004519931246,-1.1167476918131811,0
dr.michaelgravesjr.@oksbi,0.2980746511915246,0.14,0.28,0.0,0.0,0.28468912229841953,0.6586549275793789,1.7933930603107342,0
dr.michellebutler@upi,1.1229983052743628,0.11,0.22,0.0,0.0,0.3924574927167288,0.4267095920342802,1.5551137086692082,1
dr.mitchellfinley@upi,0.6295669094281554,0.07,0.14,0.0,0.0,0.22781591182684147,0.6654444316411471,5.625564714429078,1
dr.nancyaviladvm@upi,0.849913650118813,0.11,0.22,0.0,0.0,0.10381671327043614,0.8407364645169215,8.20956302088739,1
dr.oliviacochran@ibl,0.6218751024236752,0.08,0.16,0.0,0.0,0.17479835426624835,0.6435487580166415,-2.7410364598585497,0
dr.patriciavelezdvm@ibl,0.23419385088721195,0.04,0.08,0.0,0.0,0.2374243741515144,0.6718195584761512,12.193772504560568,0
dr.patrickliu@upi,0.7709679037405767,0.1,0.2,0.0,0.0,0.029232624810805997,0.8743410825709839,11.028450539104217,0
dr.pennystone@okaxis,1.1475716731155605,0.1,0.2,0.0,0.0,0.24893730584689844,0.6733332698728184,-1.3766178379552265,1
dr.petercarroll@ibl,0.8100710112839844,0.08,0.16,0.0,0.0,0.39247113470491785,0.5065301624136498,3.3640089718115465,1
dr.robertmiller@okaxis,0.9486423228589635,0.11,0.22,0.0,0.0,0.07604305991349106,0.7428367992142696,11.55404272057158,1
dr.robertreyesjr.@oksbi,0.8604872461873356,0.09,0.18,0.0,0.0,0.31703804651535333,0.649344668803228,9.164592933387414,1
dr.shannonbrown@upi,0.8223794713708118,0.11,0.22,0.0,0.0,0.3631595175118478,0.5906910645008011,1.316284849760522,0
dr.tammyscott@okaxis,0.333568750218395,0.08,0.16,0.0,0.0,0.3774806371280883,0.49575982377221844,7.071699072839366,0
dr.tyroneburke@ibl,0.4294609736297506,0.08,0.16,0.0,0.0,0.3840542417621789,0.45019830151660106,17.98599145859569,0
dr.wandapatel@upi,0.9706980238402078,0.11,0.22,0.0,0.0,0.2085838554885888,0.5710401963869721,3.5257999092560603,1
drewhiggins@ybl,0.23672990615028547,0.06,0.12,0.0,0.0,0.3909231631966015,0.4435801800839483,-0.16324125720009608,0
drewjohnson@oksbi,0.5287340938566079,0.1,0.2,0.0,0.0,0.3029240828537756,0.6098444003611703,3.862099260456996,0
drewsutton@okaxis,0.9373868096124401,0.07,0.14,0.0,0.0,0.06466857449478476,0.6692283748224995,4.23276047748659,0
duanecarterdvm@upi,0.7374386321530755,0.08,0.16,0.0,0.0,0.190760042587188,0.6482643771731075,0.37731630499950963,0
duanemartinez@oksbi,0.5530394312910127,0.07,0.14,1.0,0.5,0.2873324701488016,0.6599015622102008,5.208125339071085,0
duanemyers@oksbi,0.7847917275053402,0.09,0.18,0.0,0.0,0.09893612632763334,0.7103126613092682,-3.272005298637506,1
dustinfisher@okaxis,0.36474676982303134,0.11,0.22,0.0,0.0,0.25624607341955496,0.6909417624842988,-0.3276693350433959,0
dustinhaas@ibl,0.5083464247495021,0.1,0.2,0.0,0.0,0.2666401916186477,0.6773605351551887,6.791223880773988,0
dustinjohnson@oksbi,0.3430267985086967,0.1,0.2,0.0,0.0,0.06507989752342636,0.7233926901434922,-5.774354257711256,0
dustinlopez@upi,0.956121595239988,0.1,0.2,0.0,0.0,0.22603412498110254,0.7110011614178269,7.515837959973882,1
dustinmendoza@ibl,0.40617333376133824,0.13,0.26,0.0,0.0,0.3086507643914431,0.6390369071085957,-7.059906828528515,0
